Obra;Cód. Estruturado;Cód. Item;Descrição Item;Unid.;Categoria;Nº NF;Data NF; ValorUnitRealizado ; Qtd Realizada ; ValorTotalRealizado ;Cód. Fornecedor;Fornecedor;Tipo;Cód. Pedido;Cód. Contrato
OBR;01050200226OBR;10263;Conteiner locacao mensal;MES;Locação de Equipamentos Pesados;17760004OBR.N;24/01/2024; 517,50 ; 3,29 ; 1.702,06 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200226OBR;10263;Conteiner locacao mensal;MES;Locação de Equipamentos Pesados;17760003OBR.N;18/01/2024; 517,50 ; 3,29 ; 1.702,06 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760022OBR.N;16/07/2025; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760021OBR.N;20/06/2025; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760020OBR.N;23/05/2025; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760019OBR.N;17/04/2025; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760018OBR.N;25/03/2025; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760017OBR.N;19/02/2025; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760016OBR.N;21/01/2025; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760015OBR.N;12/12/2024; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760014OBR.N;26/11/2024; 2.299,78 ; 0,52 ; 1.184,62 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760013OBR.N;25/10/2024; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760012OBR.N;01/10/2024; 2.299,87 ; 0,90 ; 2.069,89 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760011OBR.N;29/08/2024; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760010OBR.N;09/08/2024; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760009OBR.N;08/07/2024; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760008OBR.N;18/06/2024; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760007OBR.N;02/05/2024; 2.300,10 ; 1,10 ; 2.530,11 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760006OBR.N;01/05/2024; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760004OBR.N;24/01/2024; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados;17760003OBR.N;18/01/2024; 2.300,00 ; 1,00 ; 2.300,00 ;Código 53;Fornecedor 53;Geral;-;126OBR.C
OBR;01050200234OBR;8052;Cartucho compativel HP CARTRIDGE 667 preto;UN;Materiais de Escritório e Informática;60634OBR.N;18/03/2025; 87,40 ; 6,67 ; 582,70 ;Código 01;Fornecedor 01;Geral;373OBR.P;-
OBR;01050200234OBR;8050;Cartucho compativel HP CARTRIDGE 667 colorido;UN;Materiais de Escritório e Informática;60634OBR.N;18/03/2025; 87,40 ; 10,00 ; 874,00 ;Código 01;Fornecedor 01;Geral;373OBR.P;-
OBR;01050200234OBR;8052;Cartucho compativel HP CARTRIDGE 667 preto;UN;Materiais de Escritório e Informática;60634OBR.N;18/03/2025; 92,00 ; 3,33 ; 306,64 ;Código 01;Fornecedor 01;Geral;373OBR.P;-
OBR;01050200234OBR;8050;Cartucho compativel HP CARTRIDGE 667 colorido;UN;Materiais de Escritório e Informática;60634OBR.N;18/03/2025; 92,00 ; 5,00 ; 460,00 ;Código 01;Fornecedor 01;Geral;373OBR.P;-
OBR;01050200234OBR;8072;Pacote de cafe - 500g;UN;Materiais de Copa;18734OBR.N;10/03/2025; 33,91 ; 15,00 ; 508,70 ;Código 38;Fornecedor 38;Geral;363OBR.P;-
OBR;01050200234OBR;8071;Pacote de acucar;KG;Materiais de Copa;18734OBR.N;10/03/2025; 5,73 ; 10,00 ; 57,27 ;Código 38;Fornecedor 38;Geral;363OBR.P;-
OBR;01050200234OBR;8063;Filtro para cafe;PCT;Materiais de Copa;18734OBR.N;10/03/2025; 5,18 ; 5,00 ; 25,88 ;Código 38;Fornecedor 38;Geral;363OBR.P;-
OBR;01050200234OBR;10023;Grampo para grampeador caixa;UN;Materiais de Escritório e Informática;42909OBR.N;26/11/2024; 18,54 ; 5,00 ; 92,69 ;Código 39;Fornecedor 39;Geral;270OBR.P;-
OBR;01050200234OBR;8052;Cartucho compativel HP CARTRIDGE 667 preto;UN;Materiais de Escritório e Informática;57638OBR.N;21/10/2024; 87,40 ; 10,00 ; 874,00 ;Código 01;Fornecedor 01;Geral;244OBR.P;-
OBR;01050200234OBR;8050;Cartucho compativel HP CARTRIDGE 667 colorido;UN;Materiais de Escritório e Informática;57638OBR.N;21/10/2024; 87,40 ; 10,00 ; 874,00 ;Código 01;Fornecedor 01;Geral;244OBR.P;-
OBR;01050200234OBR;10022;Prancheta A4;UN;Materiais de Escritório e Informática;933183OBR.N;30/09/2024; 24,75 ; 5,00 ; 123,74 ;Código 21;Fornecedor 21;Geral;231OBR.P;-
OBR;01050200234OBR;8072;Pacote de cafe - 500g;UN;Materiais de Copa;933183OBR.N;30/09/2024; 22,08 ; 20,00 ; 441,60 ;Código 21;Fornecedor 21;Geral;231OBR.P;-
OBR;01050200234OBR;8071;Pacote de acucar;KG;Materiais de Copa;933183OBR.N;30/09/2024; 4,74 ; 20,00 ; 94,76 ;Código 21;Fornecedor 21;Geral;231OBR.P;-
OBR;01050200234OBR;8063;Filtro para cafe;PCT;Materiais de Copa;933183OBR.N;30/09/2024; 4,61 ; 10,00 ; 46,12 ;Código 21;Fornecedor 21;Geral;231OBR.P;-
OBR;01050200234OBR;10022;Prancheta A4;UN;Materiais de Escritório e Informática;933183OBR.N;30/09/2024; 106,26 ; 10,00 ; 1.062,60 ;Código 21;Fornecedor 21;Geral;231OBR.P;-
OBR;01050200234OBR;10022;Prancheta A4;UN;Materiais de Escritório e Informática;57208OBR.N;30/09/2024; 87,40 ; 5,00 ; 437,00 ;Código 01;Fornecedor 01;Geral;232OBR.P;-
OBR;01050200234OBR;10022;Prancheta A4;UN;Materiais de Escritório e Informática;57208OBR.N;30/09/2024; 87,40 ; 5,00 ; 437,00 ;Código 01;Fornecedor 01;Geral;232OBR.P;-
OBR;01050200234OBR;7951;Grampeador;UN;Materiais de Escritório e Informática;47833OBR.N;07/08/2024; 120,75 ; 2,00 ; 241,50 ;Código 17;Fornecedor 17;Geral;187OBR.P;-
OBR;01050200234OBR;8072;Pacote de cafe - 500g;UN;Materiais de Copa;47305OBR.N;03/08/2024; 26,11 ; 20,00 ; 522,10 ;Código 17;Fornecedor 17;Geral;166OBR.P;-
OBR;01050200234OBR;8071;Pacote de acucar;KG;Materiais de Copa;47305OBR.N;03/08/2024; 7,94 ; 10,00 ; 79,35 ;Código 17;Fornecedor 17;Geral;166OBR.P;-
OBR;01050200234OBR;10162;Escalimetro;UN;Materiais de Escritório e Informática;46225OBR.N;11/06/2024; 59,80 ; 1,00 ; 59,80 ;Código 17;Fornecedor 17;Geral;120OBR.P;-
OBR;01050200234OBR;8072;Pacote de cafe - 500g;UN;Materiais de Copa;46225OBR.N;11/06/2024; 26,34 ; 10,00 ; 263,35 ;Código 17;Fornecedor 17;Geral;120OBR.P;-
OBR;01050200234OBR;10022;Prancheta A4;UN;Materiais de Escritório e Informática;41990OBR.N;22/05/2024; 11,73 ; 6,00 ; 70,38 ;Código 39;Fornecedor 39;Geral;121OBR.P;-
OBR;01050200234OBR;8071;Pacote de acucar;KG;Materiais de Copa;41990OBR.N;22/05/2024; 7,25 ; 10,00 ; 72,45 ;Código 39;Fornecedor 39;Geral;121OBR.P;-
OBR;01050200234OBR;8063;Filtro para cafe;PCT;Materiais de Copa;33114OBR.N;28/03/2024; 7,02 ; 10,00 ; 70,15 ;Código 20;Fornecedor 20;Geral;-;-
OBR;01050300101OBR;9130;Rodo aluminio com cabo em madeira plastificado 1,2 m 40 cm;UN;Ferramentas;55546OBR.N;12/03/2025; 9,66 ; 2,00 ; 19,32 ;Código 17;Fornecedor 17;Geral;369OBR.P;-
OBR;01050300101OBR;9258;Vassourao com cabo e cerdas piacava 40 cm;UN;Materiais de Escritório e Informática;18734OBR.N;10/03/2025; 40,03 ; 3,00 ; 120,09 ;Código 38;Fornecedor 38;Geral;363OBR.P;-
OBR;01050300101OBR;9087;Pa concha quadrada com cabo;UN;Ferramentas;52074OBR.N;10/01/2025; 40,19 ; 2,00 ; 80,39 ;Código 17;Fornecedor 17;Geral;303OBR.P;-
OBR;01050300101OBR;8859;Carrinho de mao com pneu e camara metalico;UN;Ferramentas;52074OBR.N;10/01/2025; 343,85 ; 2,00 ; 687,70 ;Código 17;Fornecedor 17;Geral;303OBR.P;-
OBR;01050300101OBR;9098;Picareta ponta e pa larga com cabo;UN;Ferramentas;46225OBR.N;11/06/2024; 26,85 ; 2,00 ; 53,71 ;Código 17;Fornecedor 17;Geral;120OBR.P;-
OBR;01050300101OBR;9098;Picareta ponta e pa larga com cabo;UN;Ferramentas;46225OBR.N;11/06/2024; 6,33 ; 4,00 ; 25,30 ;Código 17;Fornecedor 17;Geral;120OBR.P;-
OBR;01050300101OBR;9087;Pa concha quadrada com cabo;UN;Ferramentas;46225OBR.N;11/06/2024; 17,14 ; 1,00 ; 17,14 ;Código 17;Fornecedor 17;Geral;120OBR.P;-
OBR;01050300101OBR;9072;Martelo com cabo de fibra 27 mm;UN;Ferramentas;41990OBR.N;22/05/2024; 12,08 ; 1,00 ; 12,08 ;Código 39;Fornecedor 39;Geral;121OBR.P;-
OBR;01050300101OBR;9091;Pa cortadeira quadrada com cabo;UN;Ferramentas;41990OBR.N;22/05/2024; 37,38 ; 1,00 ; 37,38 ;Código 39;Fornecedor 39;Geral;121OBR.P;-
OBR;01050300101OBR;9085;Pa concha bico com cabo;UN;Ferramentas;41990OBR.N;22/05/2024; 37,38 ; 1,00 ; 37,38 ;Código 39;Fornecedor 39;Geral;121OBR.P;-
OBR;01050300101OBR;9072;Martelo com cabo de fibra 27 mm;UN;Ferramentas;41990OBR.N;22/05/2024; 38,41 ; 1,00 ; 38,41 ;Código 39;Fornecedor 39;Geral;121OBR.P;-
OBR;01050300101OBR;8991;Enxada com cabo de madeira larga;UN;Ferramentas;41990OBR.N;22/05/2024; 37,38 ; 1,00 ; 37,38 ;Código 39;Fornecedor 39;Geral;121OBR.P;-
OBR;01050300101OBR;9098;Picareta ponta e pa larga com cabo;UN;Ferramentas;41990OBR.N;22/05/2024; 5,58 ; 2,00 ; 11,16 ;Código 39;Fornecedor 39;Geral;121OBR.P;-
OBR;01050300101OBR;9087;Pa concha quadrada com cabo;UN;Ferramentas;41990OBR.N;22/05/2024; 16,33 ; 2,00 ; 32,66 ;Código 39;Fornecedor 39;Geral;121OBR.P;-
OBR;01050300103OBR;13637;Vareta de inspecao para ceramica;UN;Ferramentas;57697OBR.N;15/04/2025; 163,88 ; 1,00 ; 163,88 ;Código 17;Fornecedor 17;Geral;390OBR.P;-
OBR;01050400103OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;508OBR.N;14/10/2024; 287,50 ; 2,54 ; 731,40 ;Código 33;Fornecedor 33;Geral;-;164OBR.C
OBR;01050400103OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;504OBR.N;14/10/2024; 287,50 ; 3,28 ; 943,00 ;Código 33;Fornecedor 33;Geral;-;164OBR.C
OBR;01050400103OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;420OBR.N;05/09/2024; 287,50 ; 1,40 ; 401,35 ;Código 33;Fornecedor 33;Geral;-;164OBR.C
OBR;01050400103OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;291OBR.N;15/08/2024; 287,50 ; 20,86 ; 5.997,25 ;Código 33;Fornecedor 33;Geral;-;164OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;1047OBR.N;20/06/2025; 10.235,00 ; 1,00 ; 10.235,00 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;1047OBR.N;20/06/2025; 287,50 ; 14,52 ; 4.174,50 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;1047OBR.N;20/06/2025; 253,00 ; 11,50 ; 2.909,50 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;562OBR.N;06/11/2024; 287,50 ; 22,40 ; 6.440,00 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;505OBR.N;21/10/2024; 10.235,00 ; 1,00 ; 10.235,00 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;508OBR.N;14/10/2024; 379,50 ; 6,00 ; 2.277,00 ;Código 33;Fornecedor 33;Geral;-;164OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;420OBR.N;05/09/2024; 575,00 ; 9,10 ; 5.233,65 ;Código 33;Fornecedor 33;Geral;-;164OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;291OBR.N;15/08/2024; 575,00 ; 22,40 ; 12.878,85 ;Código 33;Fornecedor 33;Geral;-;164OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;291OBR.N;15/08/2024; 253,00 ; 7,77 ; 1.966,50 ;Código 33;Fornecedor 33;Geral;-;164OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;345OBR.N;14/08/2024; 575,00 ; 21,00 ; 12.075,00 ;Código 33;Fornecedor 33;Geral;-;164OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;345OBR.N;14/08/2024; 253,00 ; 29,23 ; 7.394,50 ;Código 33;Fornecedor 33;Geral;-;164OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;240OBR.N;16/07/2024; 4.140,11 ; 0,82 ; 3.404,00 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;240OBR.N;16/07/2024; 287,50 ; 10,55 ; 3.033,70 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;240OBR.N;16/07/2024; 402,50 ; 36,00 ; 14.490,00 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados;180OBR.N;07/06/2024; 4.139,48 ; 0,18 ; 736,00 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves;844OBR.N;14/07/2025; 287,50 ; 7,00 ; 2.012,50 ;Código 15;Fornecedor 15;Geral;-;826OBR.C
OBR;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves;683OBR.N;10/01/2025; 287,50 ; 21,00 ; 6.037,50 ;Código 15;Fornecedor 15;Geral;-;826OBR.C
OBR;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves;663OBR.N;04/12/2024; 287,50 ; 21,00 ; 6.037,50 ;Código 15;Fornecedor 15;Geral;-;826OBR.C
OBR;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves;17962OBR.N;08/11/2024; 225,46 ; 16,22 ; 3.657,01 ;Código 62;Fornecedor 62;Geral;-;-
OBR;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves;17614OBR.N;08/11/2024; 225,46 ; 13,52 ; 3.047,51 ;Código 62;Fornecedor 62;Geral;-;-
OBR;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves;17130OBR.N;08/11/2024; 225,46 ; 8,11 ; 1.828,50 ;Código 62;Fornecedor 62;Geral;-;-
OBR;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves;17130OBR.N;08/11/2024; 225,46 ; 2,57 ; 579,38 ;Código 62;Fornecedor 62;Geral;-;-
OBR;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves;638OBR.N;05/11/2024; 287,50 ; 17,00 ; 4.887,50 ;Código 15;Fornecedor 15;Geral;-;826OBR.C
OBR;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves;622OBR.N;03/10/2024; 287,50 ; 17,00 ; 4.887,50 ;Código 15;Fornecedor 15;Geral;-;826OBR.C
OBR;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves;601OBR.N;03/09/2024; 287,50 ; 2,00 ; 575,00 ;Código 15;Fornecedor 15;Geral;-;826OBR.C
OBR;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves;18295OBR.N;02/09/2024; 304,75 ; 20,00 ; 6.095,00 ;Código 62;Fornecedor 62;Geral;104OBR.P;-
OBR;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves;18230OBR.N;10/08/2024; 304,75 ; 14,00 ; 4.266,50 ;Código 62;Fornecedor 62;Geral;104OBR.P;-
OBR;01060100104OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira;349OBR.N;09/07/2024; 14,18 ; 0,04 ; 0,53 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01060100104OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira;333OBR.N;09/07/2024; 4,39 ; 15,50 ; 68,01 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01060100105OBR;963;Aco CA50 8 mm;KG;Aço e Acessórios;46515OBR.N;10/08/2024; 6,26 ; 135,63 ; 849,09 ;Código 65;Fornecedor 65;Geral;191OBR.P;-
OBR;01060100105OBR;963;Aco CA50 8 mm;KG;Aço e Acessórios;46320OBR.N;01/08/2024; 6,26 ; 364,38 ; 2.281,21 ;Código 65;Fornecedor 65;Geral;191OBR.P;-
OBR;01060100105OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira;349OBR.N;09/07/2024; 14,18 ; 0,32 ; 4,47 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01060100105OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira;333OBR.N;09/07/2024; 4,39 ; 188,27 ; 825,89 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01060100106OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira;349OBR.N;09/07/2024; 14,18 ; 0,07 ; 0,95 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01060100106OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira;333OBR.N;09/07/2024; 4,39 ; 40,25 ; 176,57 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01060100106OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira;181OBR.N;08/05/2024; 12,92 ; 65,50 ; 846,28 ;Código 19;Fornecedor 19;Geral;114OBR.P;-
OBR;01060100107OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira;333OBR.N;09/07/2024; 4,39 ; 4,47 ; 19,61 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01060100107OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira;182OBR.N;08/05/2024; 14,17 ; 17,00 ; 240,86 ;Código 19;Fornecedor 19;Geral;114OBR.P;-
OBR;01060100108OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;879OBR.N;10/03/2025; 9,16 ; 2,02 ; 18,55 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01060100108OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;426OBR.N;07/08/2024; 9,15 ; 1,00 ; 9,15 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01060100108OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;390OBR.N;23/07/2024; 13,09 ; 4,00 ; 52,35 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01060100108OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;349OBR.N;09/07/2024; 9,17 ; 3,74 ; 34,28 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01060100108OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;251OBR.N;22/05/2024; 9,16 ; 4,04 ; 37,01 ;Código 19;Fornecedor 19;Geral;131OBR.P;-
OBR;01060100108OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;251OBR.N;22/05/2024; 9,16 ; 10,00 ; 91,61 ;Código 19;Fornecedor 19;Geral;131OBR.P;-
OBR;01060100109OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira;333OBR.N;09/07/2024; 4,39 ; 4,47 ; 19,61 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01060100109OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira;182OBR.N;08/05/2024; 14,17 ; 17,00 ; 240,86 ;Código 19;Fornecedor 19;Geral;114OBR.P;-
OBR;01060100110OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira;349OBR.N;09/07/2024; 14,18 ; 0,01 ; 0,09 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01060100110OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira;333OBR.N;09/07/2024; 4,39 ; 4,47 ; 19,61 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01060100110OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira;182OBR.N;08/05/2024; 14,17 ; 2,00 ; 28,34 ;Código 19;Fornecedor 19;Geral;114OBR.P;-
OBR;01060100112OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira;349OBR.N;09/07/2024; 14,18 ; 0,04 ; 0,51 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01060100112OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira;333OBR.N;09/07/2024; 4,39 ; 21,44 ; 94,05 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01060100113OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira;349OBR.N;09/07/2024; 14,18 ; 0,04 ; 0,51 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01060100113OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira;333OBR.N;09/07/2024; 4,39 ; 21,44 ; 94,05 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01060100114OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira;333OBR.N;09/07/2024; 4,39 ; 61,01 ; 267,62 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01060100114OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira;181OBR.N;08/05/2024; 12,92 ; 99,20 ; 1.281,69 ;Código 19;Fornecedor 19;Geral;114OBR.P;-
OBR;01060100201OBR;2612;Madeirite chapa compensada fenolica 1,10 x 2,20 m 14 mm;UN;Madeira;12386OBR.N;17/07/2024; 69,63 ; 20,20 ; 1.406,58 ;Código 71;Fornecedor 71;Geral;115OBR.P;-
OBR;01060100201OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira;349OBR.N;09/07/2024; 14,18 ; 0,07 ; 0,99 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
