Obra;Grupo Orçamentário;Cód. Estruturado;Cód. Item;Descrição Item;Unid.;Categoria; Qtde. Insumo ; Custo Insumo ; Total Orçado ;Tipo
OBR;Montagem de instalacoes provisorias - Impressora Multifuncional - Bivolt;01010100101OBR;9832;Impressora multifuncional bivolt;PC;Materiais de Escritório e Informática; 1,00 ; 538,03 ; 538,03 ;Geral
OBR;Montagem de instalacoes provisorias - Conjunto de cartuchos para impressora;01010100102OBR;8052;Cartucho compativel HP CARTRIDGE 667 preto;UN;Materiais de Escritório e Informática; 20,00 ; 74,79 ; 1.495,79 ;Geral
OBR;Montagem de instalacoes provisorias - Conjunto de cartuchos para impressora;01010100102OBR;8050;Cartucho compativel HP CARTRIDGE 667 colorido;UN;Materiais de Escritório e Informática; 10,00 ; 69,00 ; 690,00 ;Geral
OBR;Limpeza de terreno - Servico terceirizado;01020100201OBR;10011;Servico preliminar de limpeza do terreno por area;M2;Serviço de Limpeza do Terreno; 2.628,24 ; 8,17 ; 21.459,57 ;Geral
OBR;Maquinario de escavacao de solo em obra - Area do lote;01020200201OBR;10225;Escavadeira locacao diaria;DIA;Locação de Equipamentos Pesados; 15,62 ; 1.989,65 ; 31.077,72 ;Geral
OBR;Maquinario de escavacao de solo em obra - Area do lote;01020200201OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados; 33,23 ; 1.168,85 ; 38.841,01 ;Geral
OBR;Maquinario de escavacao de solo em obra - Area do lote;01020200201OBR;10250;Retroescavadeira com pa carregadeira locacao diaria;DIA;Locação de Equipamentos Pesados; 10,26 ; 1.303,72 ; 13.376,12 ;Geral
OBR;"Tapume - telha trapezoidal verde hype com pilaretes em caibro 3""x3"" a cada um metro e transversais em ripa 1""x3"" - materiais";01020400102OBR;970;Barra de aco CA50 8 mm barra 12 m;BAR;Aço e Acessórios; 18,09 ; 38,17 ; 690,28 ;Geral
OBR;"Tapume - telha trapezoidal verde hype com pilaretes em caibro 3""x3"" a cada um metro e transversais em ripa 1""x3"" - materiais";01020400102OBR;975;Barra de aco CA60 5 mm barra 12 m;BAR;Aço e Acessórios; 18,09 ; 16,65 ; 301,15 ;Geral
OBR;"Tapume - telha trapezoidal verde hype com pilaretes em caibro 3""x3"" a cada um metro e transversais em ripa 1""x3"" - materiais";01020400102OBR;603;Concreto usinado Fck 20 MPa brita 1 slump 10+-2;M3;Concreto Usinado; 36,17 ; 345,00 ; 12.478,65 ;Geral
OBR;"Tapume - telha trapezoidal verde hype com pilaretes em caibro 3""x3"" a cada um metro e transversais em ripa 1""x3"" - materiais";01020400102OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 96,45 ; 6,95 ; 669,90 ;Geral
OBR;"Tapume - telha trapezoidal verde hype com pilaretes em caibro 3""x3"" a cada um metro e transversais em ripa 1""x3"" - materiais";01020400102OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 42,20 ; 21,23 ; 895,93 ;Geral
OBR;Tapume - Telha Trapezoidal / Madeirite - Insumos Portoes;01020400103OBR;8927;"Corrente zincada com elos curtos soldada 5/16"" (8 mm)";M;Ferramentas; 1,00 ; 53,13 ; 53,13 ;Geral
OBR;Tapume - Telha Trapezoidal / Madeirite - Insumos Portoes;01020400103OBR;8926;"Corrente zincada com elos curtos soldada 3/16"" (5 mm)";M;Ferramentas; 1,00 ; 21,32 ; 21,32 ;Geral
OBR;Tapume - Telha Trapezoidal / Madeirite - Insumos Portoes;01020400103OBR;8849;Cadeado com segredo 40 mm;UN;Ferramentas; 1,00 ; 36,10 ; 36,10 ;Geral
OBR;Tapume - Telha Trapezoidal / Madeirite - Insumos Portoes;01020400103OBR;8846;Cadeado com segredo 25 mm;UN;Ferramentas; 1,00 ; 28,59 ; 28,59 ;Geral
OBR;Tapume - Telha Trapezoidal / Madeirite - Insumos Portoes;01020400103OBR;9821;Tora de eucalipto 20 cm x 4 m;UN;Madeira; 2,00 ; 98,31 ; 196,62 ;Geral
OBR;Tapume - Telha Trapezoidal / Madeirite - Insumos Portoes;01020400103OBR;9820;Tora de eucalipto 20 cm x 5 m;UN;Madeira; 2,00 ; 195,05 ; 390,11 ;Geral
OBR;Conta de luz;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica; 13.438,68 ; 1,05 ; 14.068,22 ;Geral
OBR;Pacote de materiais para monitoramento;01040200405OBR;5114;Cabo de rede Lan UTP branco;M;Elétrica - Fios e Cabos; 1,00 ; 534,94 ; 534,94 ;Geral
OBR;Pacote de materiais para monitoramento;01040200405OBR;5121;Cabo telefonia CCI 2 pares;M;Elétrica - Fios e Cabos; 50,00 ; 2,68 ; 133,93 ;Geral
OBR;Pacote de materiais para monitoramento;01040200405OBR;8100;Receptora SRX 202 2 reles;UN;Materiais de Escritório e Informática; 1,00 ; 117,69 ; 117,69 ;Geral
OBR;Pacote de materiais para monitoramento;01040200405OBR;8103;Grade gaiola para protecao de camera de seguranca;UN;Materiais de Escritório e Informática; 2,00 ; 69,54 ; 139,08 ;Geral
OBR;Pacote de materiais para monitoramento;01040200405OBR;8111;Camera de seguranca Bullet VHD 1120 B G5;UN;Materiais de Escritório e Informática; 3,00 ; 175,94 ; 527,81 ;Geral
OBR;Pacote de materiais para monitoramento;01040200405OBR;8107;Conversor Ballun VB 501 P;UN;Materiais de Escritório e Informática; 5,00 ; 38,63 ; 193,17 ;Geral
OBR;Pacote de materiais para monitoramento;01040200405OBR;8099;Teclado 16S LED;UN;Materiais de Escritório e Informática; 1,00 ; 142,65 ; 142,65 ;Geral
OBR;Pacote de materiais para monitoramento;01040200405OBR;8105;Fonte de alimentacao 12V 10A;UN;Materiais de Escritório e Informática; 1,00 ; 213,98 ; 213,98 ;Geral
OBR;Pacote de materiais para monitoramento;01040200405OBR;8106;DVR de video MHDX 1208 C/HD 1TB;UN;Materiais de Escritório e Informática; 1,00 ; 1.697,54 ; 1.697,54 ;Geral
OBR;Pacote de materiais para monitoramento;01040200405OBR;8108;Controle Remoto para alarme de monitoramento;UN;Materiais de Escritório e Informática; 2,00 ; 42,80 ; 85,59 ;Geral
OBR;Pacote de materiais para monitoramento;01040200405OBR;8110;Camera de seguranca Dome VHD 1120D;UN;Materiais de Escritório e Informática; 2,00 ; 162,86 ; 325,72 ;Geral
OBR;Pacote equipamentos para infra externa - area de terreno;01050100101OBR;10225;Escavadeira locacao diaria;DIA;Locação de Equipamentos Pesados; 7,66 ; 1.989,65 ; 15.234,15 ;Geral
OBR;Pacote equipamentos para infra externa - area de terreno;01050100101OBR;10248;Mini carregadeira bobcat locacao diaria;DIA;Locação de Equipamentos Pesados; 12,25 ; 1.057,03 ; 12.949,38 ;Geral
OBR;Pacote equipamentos para infra externa - area de terreno;01050100101OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados; 18,38 ; 1.168,85 ; 21.478,91 ;Geral
OBR;Pacote equipamentos para infra externa - area de terreno;01050100101OBR;10250;Retroescavadeira com pa carregadeira locacao diaria;DIA;Locação de Equipamentos Pesados; 7,66 ; 1.303,72 ; 9.982,16 ;Geral
OBR;Pacote equipamentos para infra externa - area de terreno;01050100101OBR;10252;Rolo compactador pe de carneiro locacao horaria;H;Locação de Equipamentos Pesados; 1,53 ; 2.394,77 ; 3.667,11 ;Geral
OBR;Pacote equipamentos para infra externa - area de terreno;01050100101OBR;10274;Compactador SAPO locacao mensal;MES;Locação de Equipamentos Leves; 3,83 ; 910,37 ; 3.485,16 ;Geral
OBR;Pacote equipamentos para infra externa - area de terreno;01050100101OBR;10268;"Bomba submersivel locacao mensal 3""";MES;Locação de Equipamentos Leves; 2,30 ; 477,30 ; 1.096,36 ;Geral
OBR;Pacote equipamentos para infra externa - area de terreno;01050100101OBR;10281;Gerador portatil 8 kVA diesel locacao mensal;MES;Locação de Equipamentos Leves; 1,53 ; 534,94 ; 819,15 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10269;Carro girica para minigrua locacao diaria;DIA;Locação de Equipamentos Leves; 330,88 ; 20,88 ; 6.910,22 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10270;"Serra marmore locacao diaria 7""";DIA;Locação de Equipamentos Leves; 2,55 ; 230,00 ; 585,40 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves; 25,45 ; 185,70 ; 4.726,46 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10266;Bomba de teste hidrostatico manual 0 a 30 Bar locacao diaria;DIA;Locação de Equipamentos Leves; 5,09 ; 4,39 ; 22,33 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados; 310,52 ; 263,00 ; 81.666,32 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10289;Mangueira para lavadora de pressao - locacao mensal;MES;Locação de Equipamentos Leves; 15,27 ; 43,65 ; 666,57 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10290;Martelete locacao mensal 30 kg;MES;Locação de Equipamentos Leves; 2,04 ; 845,32 ; 1.721,25 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10288;Martelete locacao mensal 18 kg;MES;Locação de Equipamentos Leves; 2,04 ; 579,28 ; 1.179,53 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10297;Serra circular mesa pica pau locacao mensal;MES;Locação de Equipamentos Leves; 15,27 ; 549,44 ; 8.390,57 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10287;Lavadora de alta pressao WAP locacao mensal;MES;Locação de Equipamentos Leves; 15,27 ; 355,99 ; 5.436,42 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10291;Nivel laser locacao mensal 50 metros;MES;Locação de Equipamentos Leves; 15,27 ; 996,76 ; 15.221,71 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10253;Minigrua locacao mensal;MES;Locação de Equipamentos Leves; 15,27 ; 878,65 ; 13.417,99 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10267;"Serra marmore locacao mensal 4""";MES;Locação de Equipamentos Leves; 15,27 ; 88,76 ; 1.355,40 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10271;Carro para blocos/tijolos para minigrua locacao mensal;MES;Locação de Equipamentos Leves; 5,09 ; 172,41 ; 877,66 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10296;Pistola de fixacao fincapino a polvora locacao mensal;MES;Locação de Equipamentos Leves; 50,90 ; 217,31 ; 11.062,12 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10298;Talhadeira SDS plus locacao mensal 20 x 250 mm;MES;Locação de Equipamentos Leves; 20,36 ; 28,75 ; 585,40 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10279;"Esmerilhadeira locacao mensal 7""";MES;Locação de Equipamentos Leves; 10,18 ; 176,56 ; 1.797,49 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10265;Betoneira capacidade 400 L locacao mensal;MES;Locação de Equipamentos Leves; 76,36 ; 351,26 ; 26.820,73 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves; 15,27 ; 380,65 ; 5.812,93 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves; 15,27 ; 328,60 ; 5.018,06 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10284;Martelete combinado locacao mensal 5 kg;MES;Locação de Equipamentos Leves; 10,18 ; 381,79 ; 3.886,91 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10275;Serra policorte manual locacao mensal;MES;Locação de Equipamentos Leves; 20,36 ; 705,17 ; 14.358,42 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10286;Martelete locacao mensal 10 kg;MES;Locação de Equipamentos Leves; 5,09 ; 454,64 ; 2.314,31 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10292;Martelete locacao mensal 5 kg;MES;Locação de Equipamentos Leves; 5,09 ; 261,63 ; 1.331,78 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10276;"Esmerilhadeira locacao mensal 4""";MES;Locação de Equipamentos Leves; 5,09 ; 95,78 ; 487,54 ;Geral
OBR;Pacote equipamentos para torres - area total construida x numero total de pavimentos;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves; 15,27 ; 160,75 ; 2.454,84 ;Geral
OBR;Banheiro quimico - locacao mensal;01050100103OBR;10264;Banheiro quimico locacao mensal;MES;Locação de Equipamentos Pesados; 8,00 ; 755,23 ; 6.041,83 ;Geral
OBR;Montagem de instalacoes provisorias - Medicamentos para canteiro;01050200201OBR;7952;Maleta de primeiros socorros;UN;Materiais de Higiene e Limpeza; 1,00 ; 50,03 ; 50,03 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;7964;Toalha de mesa laranja 0,3 mm 1,40 m;M;Materiais de Higiene e Limpeza; 40,00 ; 13,33 ; 533,23 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;8032;Copo descartavel pacote 100 unidades;PCT;Materiais de Higiene e Limpeza; 48,00 ; 5,45 ; 261,46 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;8005;Papel higienico 60 m pacote 16 rolos;PCT;Materiais de Higiene e Limpeza; 64,00 ; 18,46 ; 1.181,57 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;7976;Saco de lixo 0,08 Micras 200 L pacote com 100 unidades;PCT;Materiais de Higiene e Limpeza; 1,00 ; 100,91 ; 100,91 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;7972;Saco de lixo 0,05 Micras 50 L pacote com 100 unidades;PCT;Materiais de Higiene e Limpeza; 5,00 ; 20,43 ; 102,17 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;7985;Saco de lixo 0,05 Micras 100 L pacote com 100 unidades;PCT;Materiais de Higiene e Limpeza; 7,00 ; 37,34 ; 261,37 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;7998;Papel toalha pacote com 1000 unidades;PCT;Materiais de Higiene e Limpeza; 1,00 ; 14,84 ; 14,84 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;8998;Escova sanitaria;UN;Ferramentas; 3,00 ; 9,49 ; 28,48 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;9093;Pa de lixo plastica com cabo;UN;Ferramentas; 2,00 ; 7,42 ; 14,84 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;9006;Esponja multiuso dupla face;UN;Ferramentas; 10,00 ; 1,13 ; 11,32 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;9051;Lixeira plastica 200 L;UN;Ferramentas; 2,00 ; 282,84 ; 565,68 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;9050;Lixeira plastica 100 L;UN;Ferramentas; 4,00 ; 104,28 ; 417,12 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;9130;Rodo aluminio com cabo em madeira plastificado 1,2 m 40 cm;UN;Ferramentas; 2,00 ; 18,35 ; 36,70 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;9258;Vassourao com cabo e cerdas piacava 40 cm;UN;Materiais de Escritório e Informática; 5,00 ; 24,86 ; 124,31 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;9252;Vassoura com cabo e cerdas de nylon 30 cm;UN;Materiais de Escritório e Informática; 3,00 ; 7,78 ; 23,33 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;8031;Desinfetante 5 L;UN;Materiais de Higiene e Limpeza; 31,00 ; 9,76 ; 302,54 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;8007;Pano para limpeza;UN;Materiais de Higiene e Limpeza; 27,00 ; 3,36 ; 90,81 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;8030;Detergente 5 L;UN;Materiais de Higiene e Limpeza; 3,00 ; 14,50 ; 43,49 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;8039;Alcool em gel 5 L;UN;Materiais de Higiene e Limpeza; 1,00 ; 62,22 ; 62,22 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;7988;Sabonete liquido 5L;UN;Materiais de Higiene e Limpeza; 13,00 ; 22,40 ; 291,20 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para limpeza e higiene;01050200202OBR;8060;Dispenser para copo descartavel;UN;Materiais de Escritório e Informática; 2,00 ; 42,80 ; 85,59 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de baias;01050200203OBR;970;Barra de aco CA50 8 mm barra 12 m;BAR;Aço e Acessórios; 45,00 ; 38,17 ; 1.717,58 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de baias;01050200203OBR;975;Barra de aco CA60 5 mm barra 12 m;BAR;Aço e Acessórios; 27,00 ; 16,65 ; 449,60 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de baias;01050200203OBR;964;Barra de aco CA50 10 mm barra 12 m;BAR;Aço e Acessórios; 11,24 ; 56,44 ; 634,44 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de centrais de armacao e carpintaria;01050200205OBR;4865;Cabo flexivel PVC 750V branco 2,5 mm²;M;Elétrica - Fios e Cabos; 36,00 ; 1,67 ; 60,16 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de centrais de armacao e carpintaria;01050200205OBR;4901;Cabo flexivel PVC 750V verde 2,5 mm²;M;Elétrica - Fios e Cabos; 72,00 ; 1,60 ; 115,34 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de centrais de armacao e carpintaria;01050200205OBR;4848;Cabo flexivel PVC 750V azul 2,5 mm²;M;Elétrica - Fios e Cabos; 72,00 ; 1,60 ; 115,34 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de centrais de armacao e carpintaria;01050200205OBR;4691;Cabo flexivel 750V preto PP 4 x 6,0 mm;M;Elétrica - Fios e Cabos; 30,00 ; 20,19 ; 605,81 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de centrais de armacao e carpintaria;01050200205OBR;4921;Cabo flexivel PVC 750V vermelho 2,5 mm²;M;Elétrica - Fios e Cabos; 72,00 ; 1,60 ; 115,34 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de centrais de armacao e carpintaria;01050200205OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 24,00 ; 4,44 ; 106,59 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de centrais de armacao e carpintaria;01050200205OBR;2890;"Caibro pinus 2"" x 4"" 3,0 m";UN;Madeira; 66,00 ; 18,99 ; 1.253,07 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de centrais de armacao e carpintaria;01050200205OBR;2603;Madeirite chapa compensada plastificada 1,10 x 2,20 m 14 mm;UN;Madeira; 36,00 ; 108,01 ; 3.888,35 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para infra estrutura de entrada de energia;01050200208OBR;4734;Cabo flexivel HEPR 0,6/1kV preto 1 x 10,0 mm²;M;Elétrica - Fios e Cabos; 18,40 ; 6,86 ; 126,13 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para infra estrutura de entrada de energia;01050200208OBR;4737;Cabo flexivel HEPR 0,6/1kV preto 1 x 16,0 mm²;M;Elétrica - Fios e Cabos; 2,30 ; 10,24 ; 23,54 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para infra estrutura de entrada de energia;01050200208OBR;4709;Cabo flexivel HEPR 0,6/1kV azul 1 x 25,0 mm²;M;Elétrica - Fios e Cabos; 2,30 ; 16,00 ; 36,79 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para infra estrutura de entrada de energia;01050200208OBR;4740;Cabo flexivel HEPR 0,6/1kV preto 1 x 25,0 mm²;M;Elétrica - Fios e Cabos; 2,30 ; 16,00 ; 36,79 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para infra estrutura de entrada de energia;01050200208OBR;4703;Cabo flexivel HEPR 0,6/1kV azul 1 x 10,0 mm²;M;Elétrica - Fios e Cabos; 18,40 ; 6,85 ; 126,00 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para infra estrutura de entrada de energia;01050200208OBR;4706;Cabo flexivel HEPR 0,6/1kV azul 1 x 16,0 mm²;M;Elétrica - Fios e Cabos; 2,30 ; 15,80 ; 36,34 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para infra estrutura de entrada de energia;01050200208OBR;4748;Cabo flexivel HEPR 0,6/1kV verde 1 x 10,0 mm²;M;Elétrica - Fios e Cabos; 18,40 ; 7,71 ; 141,86 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para infra estrutura de entrada de energia;01050200208OBR;4750;Cabo flexivel HEPR 0,6/1kV verde 1 x 16,0 mm²;M;Elétrica - Fios e Cabos; 2,30 ; 10,08 ; 23,18 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para infra estrutura de entrada de energia;01050200208OBR;4753;Cabo flexivel HEPR 0,6/1kV verde 1 x 25,0 mm²;M;Elétrica - Fios e Cabos; 2,30 ; 16,45 ; 37,84 ;Geral
OBR;Montagem de instalacoes provisorias - Armario (roupeiro) em aco - 16 portas;01050200209OBR;9261;Armario roupeiro em aco 16 portas;UN;Materiais de Escritório e Informática; 4,00 ; 1.840,90 ; 7.363,62 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de chuveiro;01050200210OBR;4926;Cabo flexivel PVC 750V vermelho 6,0 mm²;M;Elétrica - Fios e Cabos; 96,88 ; 3,52 ; 340,61 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de chuveiro;01050200210OBR;4906;Cabo flexivel PVC 750V verde 6,0 mm²;M;Elétrica - Fios e Cabos; 65,63 ; 3,95 ; 259,54 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de chuveiro;01050200210OBR;3702;Saboneteira barra plastica de sobrepor;UN;Louças, Metais e Acessórios; 5,00 ; 23,08 ; 115,42 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de chuveiro;01050200210OBR;3768;"Braco para chuveiro PVC 32cm 1/2""";UN;Louças, Metais e Acessórios; 5,00 ; 11,81 ; 59,05 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de chuveiro;01050200210OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 27,00 ; 4,44 ; 119,91 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de chuveiro;01050200210OBR;2890;"Caibro pinus 2"" x 4"" 3,0 m";UN;Madeira; 113,25 ; 18,99 ; 2.150,16 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de chuveiro;01050200210OBR;2603;Madeirite chapa compensada plastificada 1,10 x 2,20 m 14 mm;UN;Madeira; 106,63 ; 108,01 ; 11.516,55 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de chuveiro;01050200210OBR;8027;Estrado plastico modular 50 x 50 cm;UN;Materiais de Higiene e Limpeza; 8,00 ; 29,80 ; 238,42 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de lavatorio tipo calha;01050200211OBR;3700;Lavatorio coletivo tipo calha 1,80 m;UN;Louças, Metais e Acessórios; 1,00 ; 683,39 ; 683,39 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de lavatorio tipo calha;01050200211OBR;3708;Dispenser para sabonete liquido de parede branco mod. Invoq ou similar;UN;Materiais de Escritório e Informática; 2,00 ; 34,59 ; 69,19 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de mictorio tipo calha;01050200212OBR;3782;Mictorio Coletivo tipo calha 1,80 m;UN;Louças, Metais e Acessórios; 1,00 ; 675,96 ; 675,96 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para lavatotio tipo cuba individual;01050200213OBR;3699;Lavatorio plastico 36 x 26 cm;UN;Louças, Metais e Acessórios; 2,00 ; 24,34 ; 48,67 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para lavatotio tipo cuba individual;01050200213OBR;3708;Dispenser para sabonete liquido de parede branco mod. Invoq ou similar;UN;Materiais de Escritório e Informática; 2,00 ; 34,59 ; 69,19 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para lavatotio tipo cuba individual;01050200213OBR;3711;"Torneira PVC para lavatorio 1/2""";UN;Louças, Metais e Acessórios; 2,00 ; 25,56 ; 51,12 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vaso sanitario;01050200214OBR;3709;Papeleira plastica de sobrepor com rolete;UN;Materiais de Escritório e Informática; 5,00 ; 32,67 ; 163,37 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vaso sanitario;01050200214OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 9,00 ; 4,44 ; 39,97 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vaso sanitario;01050200214OBR;2890;"Caibro pinus 2"" x 4"" 3,0 m";UN;Madeira; 5,00 ; 18,99 ; 94,93 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vaso sanitario;01050200214OBR;3658;Caixa de descarga capacidade 9 L;UN;Louças, Metais e Acessórios; 5,00 ; 34,47 ; 172,33 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vaso sanitario;01050200214OBR;2603;Madeirite chapa compensada plastificada 1,10 x 2,20 m 14 mm;UN;Madeira; 10,00 ; 108,01 ; 1.080,10 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vaso sanitario;01050200214OBR;3671;Bacia sanitaria convencional;UN;Louças, Metais e Acessórios; 5,00 ; 206,49 ; 1.032,46 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vaso sanitario;01050200214OBR;3674;Assento sanitario;UN;Louças, Metais e Acessórios; 5,00 ; 25,94 ; 129,69 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vestiario;01050200215OBR;4865;Cabo flexivel PVC 750V branco 2,5 mm²;M;Elétrica - Fios e Cabos; 42,00 ; 1,67 ; 70,19 ;Geral
